Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
5/17/2016,17,May,2016,55,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,332,247,579,High
2/22/2016,22,February,2016,22,Youth (<25),M,France,Loir Et Cher,Accessories,Tires and Tubes,ML Mountain Tire,2,11,30,31,22,53,Low
4/6/2014,6,April,2014,57,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,8,14,22,Low
1/13/2016,13,January,2016,18,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,151,78,229,High
4/28/2016,28,April,2016,43,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,32,1,2,23,32,55,Low
8/6/2013,6,August,2013,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,82,52,134,Low
10/12/2013,12,October,2013,40,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134,High
12/31/2015,31,December,2015,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,8,13,35,170,104,274,High
11/25/2015,25,November,2015,41,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91,Low
11/29/2013,29,November,2013,22,Youth (<25),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,19,7,9,11,133,144,Low
8/3/2013,3,August,2013,59,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467,High
8/27/2013,27,August,2013,48,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,40,42,82,Low
1/30/2016,30,January,2016,34,Young Adults (25-34),M,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14,Low
3/13/2016,13,March,2016,31,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,Low
4/24/2014,24,April,2014,52,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,44,40,84,Low
11/29/2013,29,November,2013,20,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,126,344,470,High
11/10/2015,10,November,2015,51,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,260,156,416,High
5/23/2014,23,May,2014,39,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,52,19,71,Low
1/30/2012,30,January,2012,42,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,154,688,842,High
12/8/2013,8,December,2013,35,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,22,8,22,303,176,479,High
6/9/2016,9,June,2016,27,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Low
12/10/2015,10,December,2015,50,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517,High
7/14/2016,14,July,2016,35,Adults (35-64),M,France,Seine (paris),Clothing,Caps,AWC Logo Cap,5,7,9,2,35,37,Low
9/22/2013,22,September,2013,24,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 44",1,1519,2443,900,1519,2419,High
10/9/2015,9,October,2015,24,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,13,9,25,202,117,319,High
10/5/2013,5,October,2013,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,9,13,35,195,117,312,High
11/21/2013,21,November,2013,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57,Low
11/2/2013,2,November,2013,43,Adults (35-64),M,France,Val D'oise,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,567,1266,1833,High
3/30/2016,30,March,2016,24,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,16,9,25,248,144,392,High
10/6/2013,6,October,2013,18,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,22,84,106,Low
6/9/2014,9,June,2014,39,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,314,234,548,High
11/14/2015,14,November,2015,39,Adults (35-64),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",18,9,24,261,162,423,High
1/25/2016,25,January,2016,44,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1371,2171,3542,High
5/4/2012,4,May,2012,45,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,219,688,907,High
3/19/2014,19,March,2014,24,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,11,20,31,Low
5/4/2012,4,May,2012,36,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",2,487,783,561,974,1535,High
7/28/2016,28,July,2016,40,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,288,182,470,High
3/21/2014,21,March,2014,33,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,55,1008,1063,Low
5/29/2016,29,May,2016,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,13,13,26,Low
3/2/2015,2,March,2015,44,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1371,2171,3542,High
6/21/2013,21,June,2013,41,Adults (35-64),M,France,Yveline,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,138,713,851,High
11/11/2015,11,November,2015,48,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,13,24,37,Low
3/8/2016,8,March,2016,41,Adults (35-64),M,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,528,351,879,High
9/18/2015,18,September,2015,38,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,71,48,119,Low
11/7/2013,7,November,2013,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,16,29,45,Low
4/18/2014,18,April,2014,20,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Low
2/11/2016,11,February,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,131,104,235,High
10/30/2015,30,October,2015,24,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59,Low
6/21/2014,21,June,2014,59,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,318,420,738,High
1/15/2016,15,January,2016,32,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,LL Road Tire,5,8,21,46,40,86,Low
6/8/2014,8,June,2014,21,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,320,195,515,High
10/14/2015,14,October,2015,57,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,29,30,59,Low
10/8/2015,8,October,2015,22,Youth (<25),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,5,8,22,69,40,109,Low
6/12/2016,12,June,2016,21,Youth (<25),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,72,65,137,Low
1/16/2013,16,January,2013,52,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,790,1555,2345,High
4/16/2014,16,April,2014,27,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,15,16,31,Low
12/14/2015,14,December,2015,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41,Low
1/16/2016,16,January,2016,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,23,12,35,Low
4/12/2016,12,April,2016,22,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,68,23,91,Low
11/30/2015,30,November,2015,19,Youth (<25),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,243,221,464,High
11/4/2013,4,November,2013,26,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Tires and Tubes,LL Road Tire,17,8,21,157,136,293,High
9/20/2013,20,September,2013,18,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59,Low
3/30/2014,30,March,2014,22,Youth (<25),M,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,436,755,1191,High
10/2/2015,2,October,2015,36,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,64,26,90,Low
9/26/2015,26,September,2015,20,Youth (<25),M,United States,California,Accessories,Fenders,Fender Set - Mountain,9,8,22,122,72,194,High
3/30/2016,30,March,2016,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34,Low
2/21/2014,21,February,2014,17,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,29,11,30,542,319,861,High
1/10/2016,10,January,2016,57,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,13,13,26,Low
1/15/2016,15,January,2016,33,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",16,38,50,184,608,792,High
12/21/2015,21,December,2015,32,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,21,14,35,Low
2/11/2016,11,February,2016,35,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59,Low
11/24/2013,24,November,2013,34,Young Adults (25-34),F,United States,Oregon,Clothing,Socks,"Racing Socks, M",1,3,9,5,3,8,Low
6/27/2016,27,June,2016,44,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,433,273,706,High
5/20/2011,20,May,2011,36,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633,High
11/3/2013,3,November,2013,49,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20,Low
10/24/2015,24,October,2015,60,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74,Low
11/3/2015,3,November,2015,29,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,21,9,25,331,189,520,High
12/17/2015,17,December,2015,44,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,57,52,109,Low
6/23/2016,23,June,2016,31,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,13,21,34,Low
3/4/2014,4,March,2014,19,Youth (<25),F,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,24,28,52,Low
5/25/2016,25,May,2016,37,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,30,9,25,428,270,698,High
12/18/2013,18,December,2013,63,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,3,13,35,64,39,103,Low
1/24/2014,24,January,2014,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84,Low
4/27/2014,27,April,2014,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,23,13,35,498,299,797,High
12/14/2013,14,December,2013,32,Young Adults (25-34),M,United States,California,Accessories,Fenders,Fender Set - Mountain,24,8,22,325,192,517,High
8/17/2013,17,August,2013,23,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,12,8,20,Low
10/13/2015,13,October,2015,57,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,36,38,74,Low
7/3/2011,3,July,2011,52,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,4006,6513,10519,High
5/28/2011,28,May,2011,34,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1335,2171,3506,High
5/16/2016,16,May,2016,44,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,67,46,113,Low
6/20/2014,20,June,2014,33,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,185,344,529,High
3/10/2014,10,March,2014,29,Young Adults (25-34),M,France,Seine (paris),Accessories,Tires and Tubes,HL Mountain Tire,3,13,35,47,39,86,Low
4/15/2014,15,April,2014,56,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,533,1519,2052,High
10/16/2013,16,October,2013,58,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,13,9,25,166,117,283,High
1/8/2016,8,January,2016,29,Young Adults (25-34),M,France,Garonne (haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,73,54,127,Low
6/24/2016,24,June,2016,35,Adults (35-64),F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, M",15,9,24,211,135,346,High
6/22/2014,22,June,2014,41,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,5,8,22,68,40,108,Low
12/5/2015,5,December,2015,17,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,10,10,20,Low
2/21/2014,21,February,2014,24,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,44,40,84,Low
4/5/2014,5,April,2014,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115,Low
3/13/2014,13,March,2014,38,Adults (35-64),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,3,8,22,27,24,51,Low
6/8/2014,8,June,2014,33,Young Adults (25-34),M,Germany,Bayern,Clothing,Caps,AWC Logo Cap,25,7,9,48,175,223,Low
4/11/2014,11,April,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,55,58,113,Low
11/12/2015,12,November,2015,30,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,375,755,1130,High
10/29/2013,29,October,2013,32,Young Adults (25-34),M,Germany,Brandenburg,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,41,21,62,Low
4/3/2014,3,April,2014,17,Youth (<25),M,Germany,Hessen,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30,169,110,279,High
11/13/2015,13,November,2015,57,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655,High
7/5/2014,5,July,2014,21,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,58,40,98,Low
5/27/2016,27,May,2016,21,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,57,52,109,Low
10/30/2013,30,October,2013,55,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,High
7/16/2014,16,July,2014,33,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Mountain Tire,30,11,30,453,330,783,High
7/17/2016,17,July,2016,35,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",1,38,50,10,38,48,Low
7/7/2014,7,July,2014,29,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,2,9,25,22,18,40,Low
11/25/2015,25,November,2015,35,Adults (35-64),F,United States,Montana,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,249,182,431,High
6/25/2016,25,June,2016,28,Young Adults (25-34),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,92,78,170,Low
6/21/2014,21,June,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,47,32,79,Low
11/9/2013,9,November,2013,51,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",29,42,54,332,1218,1550,High
9/18/2015,18,September,2015,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,19,8,22,199,152,351,High
3/1/2014,1,March,2014,50,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,11,12,23,Low
12/11/2013,11,December,2013,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,165,104,269,High
10/7/2013,7,October,2013,45,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,26,27,53,Low
7/4/2013,4,July,2013,44,Adults (35-64),F,Germany,Nordrhein-westfalen,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,126,344,470,High
11/3/2015,3,November,2015,39,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,585,351,936,High
2/21/2016,21,February,2016,42,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,544,1266,1810,High
10/9/2015,9,October,2015,24,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,3,9,25,47,27,74,Low
1/16/2016,16,January,2016,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,577,364,941,High
3/7/2016,7,March,2016,28,Young Adults (25-34),M,Germany,Hessen,Clothing,Caps,AWC Logo Cap,20,7,9,27,140,167,Low
6/20/2014,20,June,2014,20,Youth (<25),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,205,755,960,High
10/27/2013,27,October,2013,34,Young Adults (25-34),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",19,26,70,823,494,1317,High
11/21/2015,21,November,2015,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5,Low
6/14/2014,14,June,2014,35,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,29,9,25,370,261,631,High
10/2/2013,2,October,2013,36,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,312,1083,1395,High
10/14/2015,14,October,2015,42,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,48,50,98,Low
5/18/2014,18,May,2014,31,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,53,40,93,Low
4/24/2016,24,April,2016,37,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,56,38,94,Low
2/14/2012,14,February,2012,65,Seniors (64+),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,370,688,1058,High
11/20/2013,20,November,2013,33,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",13,38,50,20,494,514,Low
5/12/2014,12,May,2014,38,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813,High
9/9/2012,9,September,2012,25,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1366,2532,3898,High
8/7/2015,7,August,2015,46,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74,Low
12/8/2013,8,December,2013,35,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,745,1252,1997,High
4/6/2014,6,April,2014,24,Youth (<25),M,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,329,713,1042,High
8/9/2015,9,August,2015,23,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20,Low
